Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Header (product.metafields.custom.header),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Warmth level (product.metafields.shopify.warmth-level),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Norway,Price / Norway,Compare At Price / Norway,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / United States,Price / United States,Compare At Price / United States,Status
european-white-goose-down-pillows,,,,,,,,,King,,,Medium,,,,,PIL-830-KNG-MED,0.0,,0,deny,manual,985,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,9190,,true,850,,true,730,,true,,,
european-white-goose-down-pillows,,,,,,,,,King,,,Firm,,,,,PIL-830-KNG-FRM,0.0,,0,deny,manual,1120,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,10440,,true,970,,true,830,,true,,,
european-white-goose-90-down-pillows-fill-power-625,"European White Goose, 90% Down Pillows, Fill Power 625","<p>European White Goose down, 90% down and 10% feathers. Fill power 625 (EU).</p><p>Each size is available in soft, medium and firm versions.</p><p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p><p>These are exactly in the middle of our firmness scale and offer a blend of support, bounce and softness. This is the optimal collection for those desiring the best of both worlds – softness and firmness. The small, soft feathers never poke out of the pillow.</p><p>We recommend to ship the pillow back to us every five years for complete &lt;a href=&quot;https://stage.norvegr.com/lifetime-products/&quot;&gt;restoration&lt;/a&gt;. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p><p>&amp;nbsp;</p><p>&amp;nbsp;</p><p>&amp;nbsp;</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Pillows,Pillows,"Pillows, Classic Collection",true,Size,Boudoir XL,,Firmness,Soft,,,,,PIL-625-BDX-SFT,0.0,,0,deny,manual,215,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_4_european-goose-100-down-pillows.jpg?v=1787913007,1,European White Goose down pillow collection hero image,false,Classic Goose Down Pillows | Fill Power 625 | Norvegr,"Classic Collection 90% goose down pillows, fill power 625. Perfect balance of support, bounce and softness. Soft, medium and firm.",,,,,,,,,,,,kg,,,true,2010,,true,190,,true,160,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Boudoir XL,,Firmness,Medium,,,,,PIL-625-BDX-MED,0.0,,0,deny,manual,250,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_54_Pillow_079-scaled.jpg?v=1787913007,2,625 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,true,2340,,true,220,,true,190,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Boudoir XL,,Firmness,Firm,,,,,PIL-625-BDX-FRM,0.0,,0,deny,manual,290,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_53_Pillow_044-scaled.jpg?v=1787913007,3,625 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,true,2710,,true,260,,true,220,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Boudoir,,Firmness,Soft,,,,,PIL-625-BDR-SFT,0.0,,0,deny,manual,175,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_33_Pillow_Down_005-Premium.jpg?v=1787913007,4,Close-up of down fill in 625 fill power European White Goose down pillow,,,,,,,,,,,,,,,kg,,,true,1640,,true,160,,true,130,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Boudoir,,Firmness,Medium,,,,,PIL-625-BDR-MED,0.0,,0,deny,manual,200,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,1870,,true,180,,true,150,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Boudoir,,Firmness,Firm,,,,,PIL-625-BDR-FRM,0.0,,0,deny,manual,235,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,2200,,true,210,,true,180,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Standard,,Firmness,Soft,,,,,PIL-625-STD-SFT,0.0,,0,deny,manual,395,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3690,,true,350,,true,300,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Standard,,Firmness,Medium,,,,,PIL-625-STD-MED,0.0,,0,deny,manual,445,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4150,,true,390,,true,330,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Standard,,Firmness,Firm,,,,,PIL-625-STD-FRM,0.0,,0,deny,manual,495,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4620,,true,430,,true,370,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Euro/Square,,Firmness,Soft,,,,,PIL-625-EUR-SFT,0.0,,0,deny,manual,500,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4670,,true,440,,true,370,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Euro/Square,,Firmness,Medium,,,,,PIL-625-EUR-MED,0.0,,0,deny,manual,565,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,5270,,true,490,,true,420,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Euro/Square,,Firmness,Firm,,,,,PIL-625-EUR-FRM,0.0,,0,deny,manual,625,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,5830,,true,540,,true,460,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Queen,,Firmness,Soft,,,,,PIL-625-QUN-SFT,0.0,,0,deny,manual,395,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3690,,true,350,,true,300,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Queen,,Firmness,Medium,,,,,PIL-625-QUN-MED,0.0,,0,deny,manual,445,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4150,,true,390,,true,330,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,Queen,,Firmness,Firm,,,,,PIL-625-QUN-FRM,0.0,,0,deny,manual,495,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4620,,true,430,,true,370,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,King,,Firmness,Soft,,,,,PIL-625-KNG-SFT,0.0,,0,deny,manual,500,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4670,,true,440,,true,370,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,King,,Firmness,Medium,,,,,PIL-625-KNG-MED,0.0,,0,deny,manual,565,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,5270,,true,490,,true,420,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,Size,King,,Firmness,Firm,,,,,PIL-625-KNG-FRM,0.0,,0,deny,manual,625,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,5830,,true,540,,true,460,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,"European White Goose, 60% Down Pillows, Fill Power 500","<p>European White Goose down, 60% down and 40% feathers. Fill power 500 (EU).</p><p>Each size is available in soft, medium and firm versions.</p><p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p><p>This is our firmest pillow collection, and the firmness comes from the proportion of feathers. As the feathers are small and soft, they will never migrate out of the pillows. Please note that if you are looking for those really firm pillows one sometimes comes across in hotels, where your head barely sinks into the pillow, our Standard Collection pillows will feel a lot softer. Choosing the firm version will get you as close as we are willing to go.</p><p>We recommend to ship the pillow back to us every five years for complete &lt;a href=&quot;https://stage.norvegr.com/lifetime-products/&quot;&gt;restoration&lt;/a&gt;. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Pillows,Pillows,"Pillows, Standard Collection",true,Size,Boudoir XL,,Firmness,Soft,,,,,PIL-500-BDX-SFT,0.0,,0,deny,manual,195,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_4_european-goose-100-down-pillows.jpg?v=1787913007,1,European White Goose down pillow collection hero image,false,Standard Goose Down Pillows | Fill Power 500 | Norvegr,"Standard Collection 60% goose down pillows, fill power 500. Our firmest pillow line with soft, small feathers. Soft, medium and firm.",,,,,,,,,,,,kg,,,true,1820,,true,170,,true,150,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Boudoir XL,,Firmness,Medium,,,,,PIL-500-BDX-MED,0.0,,0,deny,manual,225,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_54_Pillow_079-scaled.jpg?v=1787913007,2,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,true,2100,,true,200,,true,170,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Boudoir XL,,Firmness,Firm,,,,,PIL-500-BDX-FRM,0.0,,0,deny,manual,260,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_53_Pillow_044-scaled.jpg?v=1787913007,3,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,true,2430,,true,230,,true,200,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Boudoir,,Firmness,Soft,,,,,PIL-500-BDR-SFT,0.0,,0,deny,manual,160,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_33_Pillow_Down_005-Premium.jpg?v=1787913007,4,Close-up of down fill in 500 fill power European White Goose down pillow,,,,,,,,,,,,,,,kg,,,true,1500,,true,140,,true,120,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Boudoir,,Firmness,Medium,,,,,PIL-500-BDR-MED,0.0,,0,deny,manual,180,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,1680,,true,160,,true,140,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Boudoir,,Firmness,Firm,,,,,PIL-500-BDR-FRM,0.0,,0,deny,manual,210,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,1960,,true,190,,true,160,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Standard,,Firmness,Soft,,,,,PIL-500-STD-SFT,0.0,,0,deny,manual,355,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3310,,true,310,,true,270,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Standard,,Firmness,Medium,,,,,PIL-500-STD-MED,0.0,,0,deny,manual,380,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3550,,true,330,,true,280,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Standard,,Firmness,Firm,,,,,PIL-500-STD-FRM,0.0,,0,deny,manual,420,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3920,,true,370,,true,310,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Euro/Square,,Firmness,Soft,,,,,PIL-500-EUR-SFT,0.0,,0,deny,manual,415,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3870,,true,360,,true,310,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Euro/Square,,Firmness,Medium,,,,,PIL-500-EUR-MED,0.0,,0,deny,manual,460,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4290,,true,400,,true,340,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Euro/Square,,Firmness,Firm,,,,,PIL-500-EUR-FRM,0.0,,0,deny,manual,500,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4670,,true,440,,true,370,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Queen,,Firmness,Soft,,,,,PIL-500-QUN-SFT,0.0,,0,deny,manual,355,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3310,,true,310,,true,270,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Queen,,Firmness,Medium,,,,,PIL-500-QUN-MED,0.0,,0,deny,manual,380,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3550,,true,330,,true,280,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,Queen,,Firmness,Firm,,,,,PIL-500-QUN-FRM,0.0,,0,deny,manual,420,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3920,,true,370,,true,310,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,King,,Firmness,Soft,,,,,PIL-500-KNG-SFT,0.0,,0,deny,manual,415,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,3870,,true,360,,true,310,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,King,,Firmness,Medium,,,,,PIL-500-KNG-MED,0.0,,0,deny,manual,460,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4290,,true,400,,true,340,,true,,,active
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,Size,King,,Firmness,Firm,,,,,PIL-500-KNG-FRM,0.0,,0,deny,manual,500,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,4670,,true,440,,true,370,,true,,,active
european-white-goose-755-fill-power-90-down-duvet,"European White Goose, 90% Down Duvet, Fill Power 755","<p>European White Goose, 90% down and 10% feathers, fill power 755 (EU).</p>
<p>Greatly exceeds the worldwide threshold for luxury at 600-700 fill power (EU).</p>
<p>Large and airy down clusters with good density and ability to trap air between the fibres for insulation and breathability.</p>
<p>Available in Summer, All-year, Winter and Polar and therefore suitable for all climates and all possible personal preferences. Can also be tailor-made to individual tastes. Each duvet is made to order with a three week lead time.</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Quilts & Comforters,Duvets,"Duvets, Premium Collection, Top Picks",true,Size,Single,,Weight,Summer,,,,,DVT-755-SNG-SUM,0.0,,0,deny,manual,975,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/classic-down-duvets.jpg?v=1787653729,1,755 fill power european white goose down duvet collection hero image,false,Classic Goose Down Duvet | Fill Power 755 | Norvegr,"Classic Collection 90% European White Goose down duvet, fill power 755. Luxurious warmth and breathability for every climate. All sizes. Made to order.",,single; double; king; twin; queen; california-king; twin-xl,other,white,,lightweight-summer; medium-all-season; extra-warm; warm-winter,,,,,,kg,,,true,9090,,true,850,,true,720,,true,,,active
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,All Year,,,,,DVT-755-SNG-ALY,0.0,,0,deny,manual,1125,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_27_Packaging_023.jpg?v=1786100425,2,Norvegr packaging for 755 fill power European White Goose down duvet,,,,,,,,,,,,,,,kg,,,true,10490,,true,980,,true,830,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,Winter,,,,,DVT-755-SNG-WIN,0.0,,0,deny,manual,1420,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_32_Rolled_Up_Duvet_009-1.Classic-2048x1366.jpg?v=1786100424,3,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,true,13240,,true,1230,,true,1050,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,Polar,,,,,DVT-755-SNG-POL,0.0,,0,deny,manual,1825,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_37_Rolled_up_Duvet_091-copy-3.Classic-2048x1366.jpg?v=1786100425,4,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,true,17020,,true,1580,,true,1350,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Summer,,,,,DVT-755-DBL-SUM,0.0,,0,deny,manual,1300,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_42_Rolled_up_Duvet_106.Classic-2048x1366.jpg?v=1786100425,5,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,true,12120,,true,1130,,true,960,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,All Year,,,,,DVT-755-DBL-ALY,0.0,,0,deny,manual,1505,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_74_Rolled_up_Duvet_112.Classic-scaled.jpg?v=1786100425,6,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,true,14030,,true,1300,,true,1110,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Winter,,,,,DVT-755-DBL-WIN,0.0,,0,deny,manual,1925,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,17950,,true,1660,,true,1420,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Polar,,,,,DVT-755-DBL-POL,0.0,,0,deny,manual,2515,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,23450,,true,2170,,true,1860,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Summer,,,,,DVT-755-SKG-SUM,0.0,,0,deny,manual,1725,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,16080,,true,1490,,true,1270,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,All Year,,,,,DVT-755-SKG-ALY,0.0,,0,deny,manual,1995,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,18600,,true,1730,,true,1470,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Winter,,,,,DVT-755-SKG-WIN,0.0,,0,deny,manual,2540,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,23680,,true,2200,,true,1870,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Polar,,,,,DVT-755-SKG-POL,0.0,,0,deny,manual,3390,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,31600,,true,2930,,true,2500,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Summer,,,,,DVT-755-SKX-SUM,0.0,,0,deny,manual,1880,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,17530,,true,1630,,true,1390,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,All Year,,,,,DVT-755-SKX-ALY,0.0,,0,deny,manual,2150,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,20050,,true,1860,,true,1590,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Winter,,,,,DVT-755-SKX-WIN,0.0,,0,deny,manual,2700,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,25170,,true,2330,,true,1990,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Polar,,,,,DVT-755-SKX-POL,0.0,,0,deny,manual,3680,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,34310,,true,3180,,true,2710,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Summer,,,,,DVT-755-EMP-SUM,0.0,,0,deny,manual,2255,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,21020,,true,1950,,true,1660,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,All Year,,,,,DVT-755-EMP-ALY,0.0,,0,deny,manual,2570,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,23960,,true,2220,,true,1900,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Winter,,,,,DVT-755-EMP-WIN,0.0,,0,deny,manual,3190,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,29740,,true,2760,,true,2350,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Polar,,,,,DVT-755-EMP-POL,0.0,,0,deny,manual,4400,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,41020,,true,3800,,true,3240,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Summer,,,,,DVT-755-ALK-SUM,0.0,,0,deny,manual,3915,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,36500,,true,3380,,true,2890,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,All Year,,,,,DVT-755-ALK-ALY,0.0,,0,deny,manual,4565,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,42560,,true,3940,,true,3360,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Winter,,,,,DVT-755-ALK-WIN,0.0,,0,deny,manual,6035,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,56260,,true,5210,,true,4440,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Polar,,,,,DVT-755-ALK-POL,0.0,,0,deny,manual,8965,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,83570,,true,7740,,true,6600,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Summer,,,,,DVT-755-FUL-SUM,0.0,,0,deny,manual,1475,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,13750,,true,1280,,true,1090,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,All Year,,,,,DVT-755-FUL-ALY,0.0,,0,deny,manual,1695,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,15800,,true,1470,,true,1250,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Winter,,,,,DVT-755-FUL-WIN,0.0,,0,deny,manual,2160,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,20140,,true,1870,,true,1590,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Polar,,,,,DVT-755-FUL-POL,0.0,,0,deny,manual,2765,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,25780,,true,2390,,true,2040,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Summer,,,,,DVT-755-TWN-SUM,0.0,,0,deny,manual,1275,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,11890,,true,1100,,true,940,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,All Year,,,,,DVT-755-TWN-ALY,0.0,,0,deny,manual,1450,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,13520,,true,1260,,true,1070,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Winter,,,,,DVT-755-TWN-WIN,0.0,,0,deny,manual,1760,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,16410,,true,1520,,true,1300,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Polar,,,,,DVT-755-TWN-POL,0.0,,0,deny,manual,2115,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,19720,,true,1830,,true,1560,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Summer,,,,,DVT-755-QUN-SUM,0.0,,0,deny,manual,1675,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,15620,,true,1450,,true,1240,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,All Year,,,,,DVT-755-QUN-ALY,0.0,,0,deny,manual,1910,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,17810,,true,1650,,true,1410,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Winter,,,,,DVT-755-QUN-WIN,0.0,,0,deny,manual,2385,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,22240,,true,2060,,true,1760,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Polar,,,,,DVT-755-QUN-POL,0.0,,0,deny,manual,3200,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,29830,,true,2760,,true,2360,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Summer,,,,,DVT-755-XLT-SUM,0.0,,0,deny,manual,1400,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,13050,,true,1210,,true,1030,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,All Year,,,,,DVT-755-XLT-ALY,0.0,,0,deny,manual,1610,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,15010,,true,1390,,true,1190,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Winter,,,,,DVT-755-XLT-WIN,0.0,,0,deny,manual,1975,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,18410,,true,1710,,true,1460,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Polar,,,,,DVT-755-XLT-POL,0.0,,0,deny,manual,2670,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,24890,,true,2310,,true,1970,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,Summer,,,,,DVT-755-CAK-SUM,0.0,,0,deny,manual,1880,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,17530,,true,1630,,true,1390,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,All Year,,,,,DVT-755-CAK-ALY,0.0,,0,deny,manual,2150,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,20050,,true,1860,,true,1590,,true,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,Winter,,,,,DVT-755-CAK-WIN,0.0,,0,deny,manual,2700,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,25170,,true,2330,,true,1990,,true,,,
